Unnamed: 0.1,Unnamed: 0,Name,Club,Nationality,Position,Age,Matches,Starts,Mins,Goals,Assists,Passes_Attempted,Perc_Passes_Completed,Penalty_Goals,Penalty_Attempted,xG,xA,Yellow_Cards,Red_Cards,Goals_per_90,Assists_per_90,xG_Efficiency
-0.22,-0.25,Rodrigo,Leeds United,ESP,"MF,FW",0.87,0.4,-0.32,-0.29,1.31,0.18,-0.39,-0.52,-0.25,-0.27,1.96,1.02,0.21,-0.33,2.23,0.53,-0.02
-0.21,-0.24,Diego Llorente,Leeds United,ESP,DF,0.12,-0.67,-0.32,-0.38,-0.36,-0.71,-0.25,0.82,-0.25,-0.27,-0.53,-0.42,-0.65,-0.33,-0.31,-0.77,0.02
-0.21,-0.24,Hélder Costa,Leeds United,POR,"MF,FW",0.12,0.01,-0.41,-0.43,0.19,0.63,-0.78,-0.73,-0.25,-0.27,0.13,-0.18,-1.08,-0.33,0.66,1.36,0.12
-0.2,-0.23,Robin Koch,Leeds United,GER,"DF,MF",-0.38,-0.48,-0.41,-0.46,-0.64,-0.71,-0.1,0.85,-0.25,-0.27,-0.53,-0.9,-0.65,-0.33,-0.74,-0.77,-0.84
-0.19,-0.22,Pablo Hernández,Leeds United,ESP,MF,2.38,-0.57,-1.32,-1.2,-0.64,0.18,-0.68,-0.68,-0.25,-0.27,0.71,0.66,-0.65,-0.33,-0.74,3.13,-0.84
-0.18,-0.21,Gaetano Berardi,Leeds United,SUI,DF,1.37,-1.93,-1.5,-1.53,-0.64,-0.71,-1.22,0.38,-0.25,-0.27,-0.73,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
-0.17,-0.2,Ian Carlo Poveda,Leeds United,ENG,"MF,DF",-1.38,-0.77,-1.6,-1.28,-0.64,-0.71,-1.12,-0.77,-0.25,-0.27,-0.33,1.5,-1.08,-0.33,-0.74,-0.77,-0.84
-0.17,-0.18,Michael Keane,Everton,ENG,DF,0.37,1.27,1.42,1.5,0.19,-0.26,1.61,1.29,-0.25,-0.27,-0.66,-0.66,0.64,-0.33,-0.19,-0.49,3.01
-0.16,-0.17,Richarlison,Everton,BRA,FW,-0.63,1.17,1.42,1.36,1.31,0.63,-0.08,-1.35,0.81,0.66,1.43,0.18,0.64,2.85,0.59,0.06,0.16
-0.15,-0.17,Dominic Calvert-Lewin,Everton,ENG,FW,-0.63,1.07,1.33,1.37,3.83,-0.71,-0.24,-1.03,-0.25,-0.27,2.22,-0.3,0.21,-0.33,2.29,-0.77,0.87
-0.14,-0.15,Lucas Digne,Everton,FRA,DF,0.37,0.78,1.14,1.17,-0.64,2.43,1.38,-0.91,-0.25,-0.27,-0.79,1.14,-0.22,2.85,-0.74,1.36,-0.84
-0.13,-0.15,Ben Godfrey,Everton,ENG,DF,-0.88,0.88,1.05,1.18,-0.64,0.18,0.76,0.71,-0.25,-0.27,-0.73,-0.78,0.64,-0.33,-0.74,-0.12,-0.84
-0.13,-0.14,Abdoulaye Doucouré,Everton,FRA,MF,0.37,0.69,1.05,0.92,-0.08,0.63,0.81,0.9,-0.25,-0.27,-0.4,-0.06,1.5,-0.33,-0.31,0.25,0.44
-0.12,-0.13,Mason Holgate,Everton,ENG,DF,-0.63,0.59,0.78,0.76,-0.36,-0.71,0.6,-0.06,-0.25,-0.27,-0.73,-0.66,2.79,-0.33,-0.5,-0.77,0.87
-0.11,-0.13,Gylfi Sigurðsson,Everton,ISL,MF,1.12,1.36,0.6,0.72,1.03,1.53,0.2,-0.02,2.93,3.44,0.85,1.26,-0.22,-0.33,0.72,1.08,0.3
-0.1,-0.12,Allan,Everton,BRA,MF,0.87,0.2,0.5,0.51,-0.64,-0.71,0.36,0.87,-0.25,-0.27,-0.86,-0.54,1.5,-0.33,-0.74,-0.77,-0.84
-0.09,-0.12,Yerry Mina,Everton,COL,DF,-0.13,0.2,0.5,0.39,-0.08,-0.71,0.64,1.56,-0.25,-0.27,-0.53,-1.02,-0.22,-0.33,-0.19,-0.77,0.87
-0.08,-0.11,James Rodríguez,Everton,COL,"FW,MF",0.87,0.1,0.32,0.21,1.03,1.08,0.46,-0.02,-0.25,-0.27,0.19,2.34,0.64,-0.33,1.14,1.08,0.97
-0.08,-0.1,Séamus Coleman,Everton,IRL,"DF,MF",1.37,0.3,0.05,0.05,-0.64,0.63,-0.09,0.3,-0.25,-0.27,-0.53,0.3,-1.08,-0.33,-0.74,0.8,-0.84
-0.07,-0.1,André Gomes,Everton,POR,MF,0.37,0.59,-0.04,0.0,-0.64,-0.26,0.13,0.52,-0.25,-0.27,-0.73,-0.42,0.21,-0.33,-0.74,-0.22,-0.84
-0.06,-0.09,Alex Iwobi,Everton,NGA,"FW,DF",-0.38,0.78,-0.04,-0.03,-0.36,0.18,-0.21,-0.31,-0.25,-0.27,-0.53,0.3,-1.08,-0.33,-0.38,0.34,0.02
-0.05,-0.08,Tom Davies,Everton,ENG,MF,-0.88,0.3,-0.04,-0.15,-0.64,-0.26,-0.22,0.6,-0.25,-0.27,-0.86,-0.3,0.21,-0.33,-0.74,-0.22,-0.84
-0.04,-0.07,Bernard,Everton,BRA,"MF,FW",0.37,-0.96,-1.32,-1.17,-0.36,-0.71,-0.87,0.02,-0.25,-0.27,-0.66,0.54,-0.22,-0.33,0.47,-0.77,0.44
-0.04,-0.06,Fabian Delph,Everton,ENG,"MF,DF",1.12,-1.35,-1.41,-1.37,-0.64,-0.71,-0.93,1.17,-0.25,-0.27,-0.86,-0.66,-0.65,-0.33,-0.74,-0.77,-0.84
-0.03,-0.05,Niels Nkounkou,Everton,FRA,"DF,FW",-1.63,-1.93,-1.5,-1.57,-0.64,-0.71,-1.25,0.02,-0.25,-0.27,-0.79,-1.02,-0.65,-0.33,-0.74,-0.77,-0.84
-0.02,-0.04,Joshua King,Everton,NOR,"MF,FW",0.62,-1.06,-1.6,-1.49,-0.64,-0.71,-1.23,-1.14,-0.25,-0.27,2.22,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
-0.01,-0.02,Moise Kean,Everton,ITA,FW,-1.38,-1.93,-1.6,-1.63,-0.64,-0.71,-1.29,-0.2,-0.25,-0.27,0.45,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
-0.0,0.01,Matt Targett,Aston Villa,ENG,DF,-0.38,1.56,1.87,1.93,-0.64,0.18,2.1,-0.31,-0.25,-0.27,-0.86,-0.06,1.93,-0.33,-0.74,-0.31,-0.84
0.0,0.02,John McGinn,Aston Villa,SCO,MF,-0.13,1.46,1.78,1.86,0.19,1.53,0.92,-0.27,-0.25,-0.27,-0.53,-0.06,4.08,-0.33,-0.25,0.53,1.73
0.01,0.03,Ollie Watkins,Aston Villa,ENG,FW,-0.38,1.46,1.78,1.85,3.27,1.53,0.02,-0.87,0.81,1.58,1.89,0.3,0.64,2.85,1.56,0.53,0.83
0.02,0.03,Tyrone Mings,Aston Villa,ENG,DF,0.37,1.36,1.69,1.71,-0.08,0.18,1.21,0.04,-0.25,-0.27,-0.59,-0.78,1.5,2.85,-0.38,-0.22,1.21
0.03,0.04,Ezri Konsa,Aston Villa,ENG,DF,-0.88,1.36,1.6,1.71,-0.08,-0.71,0.67,0.97,-0.25,-0.27,-0.53,-0.9,0.21,-0.33,-0.38,-0.77,0.87
0.04,0.05,Douglas Luiz,Aston Villa,BRA,MF,-0.88,1.07,1.33,1.28,-0.64,0.18,0.97,0.74,-0.25,-0.27,-0.59,-0.42,3.22,2.85,-0.74,-0.22,-0.84
0.04,0.05,Bertrand Traoré,Aston Villa,BFA,FW,-0.38,1.36,1.05,0.79,1.31,1.98,-0.04,-1.08,-0.25,-0.27,0.71,0.54,-0.65,-0.33,0.9,1.36,0.6
0.05,0.06,Matty Cash,Aston Villa,ENG,DF,-0.88,0.59,0.96,0.85,-0.64,0.18,0.76,-0.72,-0.25,-0.27,-0.86,-0.06,2.36,2.85,-0.74,-0.03,-0.84
0.06,0.07,Jack Grealish,Aston Villa,ENG,"FW,MF",-0.38,0.4,0.6,0.65,1.03,3.77,0.44,-0.11,-0.25,-0.27,0.26,3.18,1.5,-0.33,0.78,3.03,0.87
0.07,0.07,Ross Barkley,Aston Villa,ENG,MF,0.12,0.2,0.05,-0.04,0.19,-0.26,-0.09,0.23,-0.25,-0.27,0.32,1.5,-1.08,-0.33,0.35,-0.22,-0.03
0.08,0.08,Anwar El Ghazi,Aston Villa,NED,FW,-0.13,0.59,-0.04,0.05,2.15,-0.71,-0.33,-1.18,3.99,3.44,2.02,0.54,-0.22,-0.33,2.66,-0.77,0.3
0.08,0.09,Trézéguet,Aston Villa,EGY,FW,-0.13,-0.09,-0.5,-0.42,-0.08,-0.26,-0.78,-1.31,-0.25,-0.27,0.98,0.78,-1.08,-0.33,0.17,-0.03,-0.48
0.09,0.1,Ahmed Elmohamady,Aston Villa,EGY,DF,1.63,-0.77,-0.86,-0.77,-0.64,-0.71,-0.36,-0.16,-0.25,-0.27,-0.59,-0.18,-0.22,-0.33,-0.74,-0.77,-0.84
0.1,0.11,Kortney Hause,Aston Villa,ENG,DF,-0.13,-1.45,-0.96,-0.99,-0.36,-0.71,-0.96,-0.15,-0.25,-0.27,0.19,-1.02,-0.22,-0.33,0.11,-0.77,-0.54
0.11,0.11,Jacob Ramsey,Aston Villa,ENG,MF,-1.63,0.01,-1.05,-0.99,-0.64,-0.71,-0.95,0.83,-0.25,-0.27,-0.46,-0.54,-1.08,-0.33,-0.74,-0.77,-0.84
0.12,0.12,Morgan Sanson,Aston Villa,FRA,MF,-0.13,-1.25,-1.32,-1.34,-0.64,-0.71,-1.05,-0.47,-0.25,-0.27,-0.86,-0.54,0.21,-0.33,-0.74,-0.77,-0.84
0.13,0.12,Conor Hourihane,Aston Villa,IRL,MF,0.87,-1.74,-1.32,-1.41,-0.36,-0.26,-1.06,-0.6,-0.25,-0.27,0.39,2.82,-1.08,-0.33,1.69,2.94,-0.58
0.13,0.13,Keinan Davis,Aston Villa,ENG,"FW,MF",-0.88,-0.67,-1.5,-1.36,-0.36,-0.26,-1.18,-0.79,-0.25,-0.27,1.3,0.9,-1.08,-0.33,1.2,2.2,-0.69
0.14,0.14,Carney Chukwuemeka,Aston Villa,ENG,"FW,MF",-2.39,-1.93,-1.6,-1.63,-0.64,-0.71,-1.29,-2.25,-0.25,-0.27,0.98,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
0.15,0.14,Wesley Moraes,Aston Villa,BRA,"MF,FW",-0.63,-1.83,-1.6,-1.63,-0.64,-0.71,-1.3,2.77,-0.25,-0.27,-0.14,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
0.16,0.16,Jonjo Shelvey,Newcastle United,ENG,MF,0.62,0.78,1.05,1.1,-0.36,0.63,0.95,-0.73,-0.25,-0.27,-0.4,0.06,1.93,-0.33,-0.56,0.16,-0.2
0.17,0.17,Miguel Almirón,Newcastle United,PAR,"MF,FW",0.12,1.17,0.96,0.91,0.47,-0.26,0.09,0.24,-0.25,-0.27,-0.14,0.18,0.21,-0.33,0.17,-0.4,0.87
0.17,0.18,Federico Fernández,Newcastle United,ARG,DF,1.37,0.2,0.6,0.54,-0.64,-0.71,0.02,0.12,-0.25,-0.27,-0.86,-0.9,0.64,-0.33,-0.74,-0.77,-0.84
0.18,0.19,Callum Wilson,Newcastle United,ENG,FW,0.62,0.4,0.5,0.54,2.71,1.53,-0.72,-1.28,3.99,3.44,2.28,0.18,-0.22,-0.33,2.41,1.27,0.42
0.19,0.2,Joelinton,Newcastle United,BRA,"FW,MF",-0.63,0.88,0.5,0.44,0.47,0.18,-0.37,-0.72,0.81,0.66,0.85,0.18,0.21,-0.33,0.35,0.06,-0.08
0.2,0.2,Isaac Hayden,Newcastle United,ENG,"MF,DF",-0.13,0.2,0.41,0.39,-0.64,-0.71,-0.05,0.04,-0.25,-0.27,-0.79,-0.78,2.36,-0.33,-0.74,-0.77,-0.84
0.21,0.21,Ciaran Clark,Newcastle United,IRL,DF,1.12,0.01,0.32,0.34,-0.36,-0.71,-0.12,0.5,-0.25,-0.27,-0.79,-1.02,0.21,-0.33,-0.44,-0.77,1.73
0.21,0.22,Jamal Lewis,Newcastle United,NIR,DF,-0.88,0.2,0.23,0.28,-0.64,-0.26,0.02,-0.41,-0.25,-0.27,-0.86,-0.06,0.64,-0.33,-0.74,-0.31,-0.84
0.22,0.22,Jamaal Lascelles,Newcastle United,ENG,DF,0.12,-0.28,0.14,0.06,-0.08,-0.71,-0.35,0.27,-0.25,-0.27,-0.59,-1.02,0.64,-0.33,-0.07,-0.77,1.21
0.23,0.23,Allan Saint-Maximin,Newcastle United,FRA,"FW,MF",-0.63,0.3,0.14,-0.01,0.19,1.08,-0.61,0.07,-0.25,-0.27,0.06,1.26,-1.08,-0.33,0.29,1.36,0.19
0.24,0.23,Jacob Murphy,Newcastle United,ENG,"DF,MF",-0.13,0.4,-0.04,0.06,-0.08,0.63,-0.34,-1.46,-0.25,-0.27,-0.46,0.42,0.21,-0.33,-0.07,0.8,0.63
0.25,0.24,Jeff Hendrick,Newcastle United,IRL,MF,0.62,0.01,-0.04,-0.15,-0.08,-0.26,-0.46,0.16,-0.25,-0.27,-0.46,-0.42,0.21,2.85,0.05,-0.22,0.63
0.25,0.25,Sean Longstaff,Newcastle United,ENG,MF,-0.88,0.01,-0.23,-0.16,-0.64,-0.26,-0.4,-0.04,-0.25,-0.27,-0.33,-0.18,-0.22,-0.33,-0.74,-0.22,-0.84
0.26,0.25,Matt Ritchie,Newcastle United,SCO,"DF,MF",1.12,-0.38,-0.23,-0.23,-0.64,0.18,-0.34,-1.55,-0.25,-0.27,-0.73,0.18,-0.22,-0.33,-0.74,0.43,-0.84
0.27,0.26,Emil Krafth,Newcastle United,SWE,DF,-0.13,-0.57,-0.32,-0.29,-0.36,-0.71,-0.42,-0.91,-0.25,-0.27,-0.86,-0.66,0.64,-0.33,-0.31,-0.77,4.29
0.28,0.27,Paul Dummett,Newcastle United,WAL,DF,0.62,-0.67,-0.32,-0.33,-0.36,-0.71,-0.46,-0.33,-0.25,-0.27,-0.79,-0.54,-0.22,-0.33,-0.31,-0.77,1.73
0.29,0.27,Fabian Schär,Newcastle United,SUI,DF,0.62,-0.38,-0.41,-0.34,-0.36,-0.71,-0.38,-0.21,0.81,0.66,-0.4,-1.02,0.64,2.85,-0.31,-0.77,-0.2
0.3,0.29,Joe Willock,Newcastle United,ENG,MF,-1.38,-0.77,-0.59,-0.62,1.59,-0.71,-0.93,-0.31,-0.25,0.66,1.24,-0.18,-1.08,-0.33,3.75,-0.77,0.4
0.3,0.3,Ryan Fraser,Newcastle United,SCO,"FW,MF",0.12,-0.38,-0.77,-0.67,-0.64,0.18,-0.72,-1.79,-0.25,-0.27,-0.33,1.38,-0.22,2.85,-0.74,0.99,-0.84
0.31,0.31,DeAndre Yedlin,Newcastle United,USA,DF,0.37,-1.54,-1.14,-1.19,-0.64,-0.71,-1.03,-1.98,-0.25,-0.27,-0.86,-0.78,-1.08,-0.33,-0.74,-0.77,-0.84
0.32,0.31,Dwight Gayle,Newcastle United,ENG,"FW,MF",0.87,-0.38,-1.23,-1.11,-0.36,-0.26,-1.12,0.07,-0.25,-0.27,1.43,0.06,-1.08,-0.33,0.35,0.9,-0.7
0.33,0.32,Andy Carroll,Newcastle United,ENG,FW,1.37,-0.38,-1.23,-1.24,-0.36,-0.71,-1.08,-2.17,-0.25,-0.27,0.85,-0.78,-0.65,-0.33,0.66,-0.77,-0.65
0.34,0.34,Conor Coady,Wolverhampton Wanderers,ENG,DF,0.37,1.46,1.78,1.83,-0.36,-0.71,1.54,1.18,-0.25,-0.27,-0.73,-1.02,1.07,-0.33,-0.56,-0.77,0.87
0.34,0.35,Nélson Semedo,Wolverhampton Wanderers,POR,DF,0.12,1.17,1.51,1.49,-0.36,-0.26,1.7,0.28,-0.25,-0.27,-0.53,-0.66,1.07,-0.33,-0.56,-0.49,0.02
0.35,0.36,Rúben Neves,Wolverhampton Wanderers,POR,MF,-0.63,1.36,1.23,1.17,0.75,-0.26,1.77,0.67,2.93,2.51,0.19,-0.18,2.36,-0.33,0.29,-0.49,0.67
0.36,0.36,Pedro Neto,Wolverhampton Wanderers,POR,"FW,MF",-1.38,0.88,1.14,1.03,0.75,1.98,0.62,-0.06,-0.25,-0.27,0.19,1.62,0.64,-0.33,0.35,1.18,0.67
0.37,0.37,Adama Traoré,Wolverhampton Wanderers,ESP,FW,-0.38,1.46,0.96,1.14,-0.08,0.18,0.09,-1.79,-0.25,-0.27,-0.4,1.14,0.64,-0.33,-0.31,-0.12,0.44
0.38,0.38,João Moutinho,Wolverhampton Wanderers,POR,MF,1.88,1.07,0.96,1.01,-0.36,-0.26,1.58,0.74,-0.25,-0.27,-0.79,0.06,1.07,2.85,-0.5,-0.4,1.73
0.38,0.38,Leander Dendoncker,Wolverhampton Wanderers,BEL,"MF,DF",-0.13,1.07,0.96,0.98,-0.36,-0.71,0.54,1.15,-0.25,-0.27,-0.14,-0.66,0.64,-0.33,-0.5,-0.77,-0.41
0.39,0.39,Romain Saïss,Wolverhampton Wanderers,MAR,DF,1.12,0.49,0.87,0.88,0.19,-0.71,0.94,0.36,-0.25,-0.27,-0.07,-0.9,-0.22,-0.33,-0.07,-0.77,0.34
0.4,0.4,Daniel Podence,Wolverhampton Wanderers,POR,"MF,FW",-0.38,0.2,0.41,0.1,0.19,0.18,-0.29,-0.55,-0.25,-0.27,0.19,0.18,0.21,-0.33,0.23,0.25,0.07
0.41,0.4,Willy Boly,Wolverhampton Wanderers,CIV,DF,0.87,-0.09,0.32,0.33,-0.36,-0.26,0.29,0.47,-0.25,-0.27,-0.59,-0.78,-0.22,-0.33,-0.44,-0.31,0.19
0.42,0.41,Rayan Aït Nouri,Wolverhampton Wanderers,FRA,DF,-1.63,-0.09,-0.13,-0.17,-0.36,-0.26,-0.06,0.59,-0.25,-0.27,-0.66,-0.3,-0.65,-0.33,-0.38,-0.22,0.44
0.42,0.42,Max Kilman,Wolverhampton Wanderers,ENG,DF,-0.63,-0.38,-0.32,-0.27,-0.64,-0.26,-0.14,1.25,-0.25,-0.27,-0.73,-0.54,0.64,-0.33,-0.74,-0.12,-0.84
0.43,0.42,Willian José,Wolverhampton Wanderers,BRA,FW,0.62,-0.48,-0.5,-0.48,-0.36,-0.71,-0.82,0.28,-0.25,-0.27,0.06,-0.42,-1.08,-0.33,-0.25,-0.77,-0.5
0.44,0.43,Fábio Silva,Wolverhampton Wanderers,POR,FW,-1.88,0.98,-0.59,-0.21,0.47,0.63,-0.82,-0.65,0.81,0.66,1.7,-0.54,-0.22,-0.33,0.84,1.08,-0.33
0.45,0.44,Raúl Jiménez,Wolverhampton Wanderers,MEX,FW,0.87,-1.15,-0.68,-0.78,0.47,-0.71,-0.89,-0.08,-0.25,-0.27,0.78,-0.06,-1.08,-0.33,1.93,-0.77,-0.05
0.46,0.44,Fernando Marçal,Wolverhampton Wanderers,BRA,DF,1.37,-0.86,-0.96,-0.99,-0.64,-0.71,-0.72,0.46,-0.25,-0.27,-0.86,-0.78,-0.22,-0.33,-0.74,-0.77,-0.84
0.47,0.45,Jonny Castro,Wolverhampton Wanderers,ESP,DF,0.12,-1.45,-0.96,-1.13,-0.64,-0.71,-0.92,-0.08,-0.25,-0.27,-0.86,-0.66,-1.08,-0.33,-0.74,-0.77,-0.84
0.47,0.45,Ki-Jana Hoever,Wolverhampton Wanderers,NED,DF,-1.88,-0.96,-1.14,-1.04,-0.64,-0.71,-0.75,-0.67,-0.25,-0.27,-0.86,-0.66,-0.65,-0.33,-0.74,-0.77,-0.84
0.48,0.46,Vitinha,Wolverhampton Wanderers,POR,MF,-1.38,-0.28,-1.14,-1.1,-0.64,-0.26,-0.78,1.14,-0.25,-0.27,-0.27,0.42,-1.08,-0.33,-0.74,0.8,-0.84
0.49,0.47,Morgan Gibbs-White,Wolverhampton Wanderers,ENG,"FW,MF",-1.38,-1.06,-1.23,-1.21,-0.36,-0.71,-0.93,0.22,-0.25,-0.27,0.45,0.54,-0.65,-0.33,0.59,-0.77,-0.59
0.5,0.47,Owen Otasowie,Wolverhampton Wanderers,USA,"MF,FW",-1.63,-1.54,-1.41,-1.45,-0.64,-0.26,-1.2,-1.2,-0.25,-0.27,0.85,-0.18,-0.65,-0.33,-0.74,3.68,-0.84
0.51,0.49,Patrick Cutrone,Wolverhampton Wanderers,ITA,"FW,MF",-0.88,-1.93,-1.6,-1.62,-0.64,-0.71,-1.3,0.1,-0.25,-0.27,3.07,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
0.51,0.52,Cheikhou Kouyaté,Crystal Palace,SEN,DF,1.12,1.36,1.6,1.64,-0.36,-0.71,0.63,-0.06,-0.25,-0.27,-0.79,-0.9,0.64,-0.33,-0.56,-0.77,1.73
0.52,0.53,Wilfried Zaha,Crystal Palace,CIV,FW,0.37,0.78,1.05,1.1,2.43,0.18,-0.07,-0.45,1.87,1.58,0.78,0.3,1.5,-0.33,1.56,-0.12,1.33
0.53,0.53,Eberechi Eze,Crystal Palace,ENG,MF,-0.88,1.17,1.05,1.04,0.47,1.98,0.53,0.0,-0.25,-0.27,-0.4,0.18,0.21,-0.33,0.11,1.18,1.73
0.54,0.54,Luka Milivojević,Crystal Palace,SRB,MF,0.87,0.88,0.87,0.83,-0.36,-0.26,0.71,0.24,0.81,1.58,-0.33,-0.42,2.36,2.85,-0.5,-0.4,-0.27
0.55,0.55,Andros Townsend,Crystal Palace,ENG,"MF,FW",0.87,1.17,0.69,0.73,-0.36,1.53,0.07,-1.52,-0.25,-0.27,-0.33,0.78,-1.08,-0.33,-0.5,1.08,-0.27
0.55,0.56,Jordan Ayew,Crystal Palace,GHA,"FW,MF",0.62,1.07,0.5,0.56,-0.36,0.63,-0.27,-0.09,-0.25,-0.27,-0.27,-0.66,0.64,-0.33,-0.5,0.43,-0.33
0.56,0.57,Christian Benteke,Crystal Palace,BEL,FW,0.87,0.78,0.32,0.26,2.15,-0.26,-0.39,-2.07,-0.25,-0.27,1.7,-0.42,0.21,2.85,2.29,-0.31,0.44
0.57,0.57,Gary Cahill,Crystal Palace,ENG,DF,2.13,-0.19,0.23,0.24,-0.36,-0.26,-0.2,0.71,-0.25,-0.27,-0.66,-0.54,0.21,-0.33,-0.44,-0.31,0.44
0.58,0.58,Patrick van Aanholt,Crystal Palace,NED,DF,0.87,0.01,0.23,0.22,-0.64,-0.26,0.49,-0.05,-0.25,-0.27,-0.53,-0.54,-0.22,-0.33,-0.74,-0.31,-0.84
0.59,0.58,Jaïro Riedewald,Crystal Palace,NED,MF,-0.63,1.07,0.14,0.27,-0.08,-0.71,-0.31,0.75,-0.25,-0.27,-0.73,-0.42,0.64,-0.33,-0.13,-0.77,2.58
0.59,0.59,Tyrick Mitchell,Crystal Palace,ENG,DF,-1.38,-0.28,0.14,0.15,-0.36,-0.26,-0.07,-1.22,-0.25,-0.27,-0.79,-0.78,-0.65,-0.33,-0.44,-0.31,1.73
0.6,0.6,James McArthur,Crystal Palace,SCO,MF,1.63,-0.38,-0.04,-0.11,-0.64,0.18,-0.08,0.3,-0.25,-0.27,-0.86,-0.42,0.21,-0.33,-0.74,0.34,-0.84
0.61,0.6,Jeffrey Schlupp,Crystal Palace,GHA,MF,0.37,0.49,-0.23,-0.15,-0.08,0.63,-0.62,-1.12,-0.25,-0.27,-0.27,0.3,0.21,-0.33,0.05,0.99,0.19
0.62,0.61,Scott Dann,Crystal Palace,ENG,DF,1.88,-0.67,-0.23,-0.23,-0.36,-0.71,-0.35,0.64,-0.25,-0.27,-0.79,-1.02,-0.65,-0.33,-0.31,-0.77,1.73
0.63,0.62,Nathaniel Clyne,Crystal Palace,ENG,DF,0.87,-0.86,-0.41,-0.45,-0.64,-0.26,-0.4,-0.33,-0.25,-0.27,-0.86,-0.66,-0.22,-0.33,-0.74,-0.03,-0.84
0.64,0.63,Michy Batshuayi,Crystal Palace,BEL,FW,0.12,-0.38,-0.96,-0.88,-0.08,-0.26,-1.04,-1.22,-0.25,-0.27,0.19,1.14,-1.08,-0.33,0.78,0.34,-0.24
0.64,0.64,James Tomkins,Crystal Palace,ENG,DF,1.37,-1.35,-1.05,-1.07,-0.64,-0.71,-1.04,-0.08,-0.25,-0.27,-0.73,-0.9,-0.65,-0.33,-0.74,-0.77,-0.84
0.65,0.64,Mamadou Sakho,Crystal Palace,FRA,DF,1.12,-1.74,-1.32,-1.36,-0.64,-0.71,-1.17,1.14,-0.25,-0.27,-0.86,-1.02,-1.08,-0.33,-0.74,-0.77,-0.84
0.66,0.65,Jean-Philippe Mateta,Crystal Palace,FRA,FW,-0.63,-1.45,-1.41,-1.42,-0.36,-0.71,-1.22,-2.48,-0.25,-0.27,-0.4,-0.9,-1.08,-0.33,1.75,-0.77,-0.2
0.67,0.67,James Ward-Prowse,Southampton,ENG,MF,-0.13,1.56,1.87,1.95,1.59,2.43,2.85,0.2,2.93,3.44,-0.01,0.3,1.07,-0.33,0.53,0.9,2.09
0.68,0.68,Jan Bednarek,Southampton,POL,DF,-0.38,1.36,1.69,1.61,-0.36,-0.26,1.88,0.71,-0.25,-0.27,-0.73,-0.9,1.07,2.85,-0.56,-0.49,0.87
0.68,0.68,Stuart Armstrong,Southampton,SCO,MF,0.62,1.07,1.33,1.26,0.47,1.53,0.69,0.06,-0.25,-0.27,-0.27,0.06,0.21,-0.33,0.05,0.71,1.21
0.69,0.69,Che Adams,Southampton,SCO,FW,-0.38,1.36,1.14,1.16,1.87,1.53,-0.3,-1.24,-0.25,-0.27,1.04,1.26,-0.65,-0.33,1.08,0.8,0.7
0.7,0.7,Kyle Walker-Peters,Southampton,ENG,DF,-0.63,0.78,1.14,1.13,-0.64,0.18,1.26,0.14,-0.25,-0.27,-0.73,-0.42,0.64,-0.33,-0.74,-0.12,-0.84
0.71,0.71,Ryan Bertrand,Southampton,ENG,DF,1.12,0.69,1.05,1.08,-0.64,-0.26,1.14,-0.33,-0.25,-0.27,-0.79,-0.54,1.07,-0.33,-0.74,-0.49,-0.84
0.72,0.71,Jannik Vestergaard,Southampton,DEN,DF,0.37,0.78,1.05,1.06,0.19,-0.71,1.41,0.67,-0.25,-0.27,-0.46,-0.78,0.21,2.85,-0.13,-0.77,1.36
0.72,0.72,Danny Ings,Southampton,ENG,FW,0.62,0.69,0.78,0.64,2.71,1.08,-0.48,-1.74,1.87,1.58,1.3,0.3,-0.65,-0.33,2.29,0.8,0.97
0.73,0.73,Oriol Romeu,Southampton,ESP,MF,0.62,-0.09,0.23,0.21,-0.36,-0.26,0.69,0.47,-0.25,-0.27,-0.79,-0.42,1.5,-0.33,-0.44,-0.31,1.73
0.74,0.73,Theo Walcott,Southampton,ENG,"MF,FW",1.37,-0.09,0.23,0.05,0.19,0.63,-0.63,-0.92,-0.25,-0.27,0.19,-0.18,-1.08,-0.33,0.29,0.8,0.07
0.75,0.74,Nathan Redmond,Southampton,ENG,"MF,FW",0.12,0.69,-0.04,0.18,-0.08,0.63,-0.12,-0.45,-0.25,-0.27,0.19,1.02,-0.65,-0.33,-0.13,0.71,-0.24
0.76,0.75,Jack Stephens,Southampton,ENG,DF,0.12,-0.38,-0.04,-0.03,-0.64,-0.71,0.31,0.52,-0.25,-0.27,-0.66,-0.66,-0.22,-0.33,-0.74,-0.77,-0.84
0.76,0.75,Moussa Djenepo,Southampton,MLI,MF,-0.88,0.49,-0.23,-0.35,-0.36,-0.71,-0.67,-0.73,-0.25,-0.27,-0.46,-0.54,1.07,-0.33,-0.31,-0.77,-0.11
0.77,0.76,Ibrahima Diallo,Southampton,FRA,MF,-1.13,0.01,-0.68,-0.58,-0.64,-0.71,-0.37,0.79,-0.25,-0.27,-0.59,-0.42,0.21,-0.33,-0.74,-0.77,-0.84
